InventoryID,DateKey,ProductKey,WarehouseKey,SupplierKey,OpeningStock,StockReceived,StockIssued,ClosingStock,ReorderLevel,SafetyStock,InventoryValue,InventoryStatus,DailyDemand,InventoryTurnover,DaysOfInventory,WarehouseUtilizationPct,CarryingCost,StockAgeDays,ExpiredInventory
1152,20230301,1,1,1,6658,230,173,6715,1634,1211,550630,Healthy,173,0.03,38.82,3.73,8259.45,56,0
1153,20230301,2,1,1,5823,973,838,5958,7919,5866,643464,Reorder,838,0.14,7.11,3.31,9651.96,21,0
1154,20230301,4,1,2,3789,1026,811,4004,7663,5677,704704,Critical,811,0.21,4.94,2.22,10570.56,69,0
1155,20230301,6,2,3,7231,781,679,7333,6416,4753,1576595,Healthy,679,0.09,10.8,4.89,23648.92,88,4
1156,20230301,7,2,4,3992,192,172,4012,1625,1204,754256,Healthy,172,0.04,23.33,2.67,11313.84,73,0
1157,20230301,8,2,4,6582,785,668,6699,6312,4676,2445135,Healthy,668,0.1,10.03,4.47,36677.03,11,0
1158,20230301,9,3,5,2909,310,266,2953,2513,1862,708720,Healthy,266,0.09,11.1,2.46,10630.8,7,0
1159,20230301,11,3,6,2140,454,378,2216,3572,2646,327968,Critical,378,0.17,5.86,1.85,4919.52,61,0
1160,20230301,12,3,6,2982,258,226,3014,2135,1582,2682460,Healthy,226,0.08,13.34,2.51,40236.9,65,0
1161,20230301,13,4,7,1878,93,71,1900,670,497,2565000,Healthy,71,0.04,26.76,2.11,38475.0,85,0
1162,20230301,14,4,8,2696,139,127,2708,1200,889,5091040,Healthy,127,0.05,21.32,3.01,76365.6,89,16
1163,20230301,15,4,9,1629,164,148,1645,1398,1036,4030250,Healthy,148,0.09,11.11,1.83,60453.75,22,0
1164,20230301,16,4,10,2944,419,395,2968,3732,2765,1840160,Reorder,395,0.13,7.51,3.3,27602.4,70,0
1165,20230301,17,5,11,2274,173,129,2318,1219,903,111264,Healthy,129,0.06,17.97,3.31,1668.96,19,0
1166,20230301,19,5,13,2100,271,220,2151,2079,1540,38718,Healthy,220,0.1,9.78,3.07,580.77,82,6
1167,20230301,20,6,14,1843,188,164,1867,1549,1148,48542,Healthy,164,0.09,11.38,3.73,728.13,30,0
1168,20230301,21,6,15,1882,221,188,1915,1776,1316,28725,Healthy,188,0.1,10.19,3.83,430.88,25,0
1169,20230301,22,6,16,1590,46,42,1594,396,294,54196,Healthy,42,0.03,37.95,3.19,812.94,31,0
1170,20230302,1,1,1,6715,1057,868,6904,8202,6076,566128,Reorder,868,0.13,7.95,3.84,8491.92,35,0
1171,20230302,2,1,1,5958,888,853,5993,8060,5971,647244,Reorder,853,0.14,7.03,3.33,9708.66,19,0
1172,20230302,3,1,2,4647,231,194,4684,1833,1358,618288,Healthy,194,0.04,24.14,2.6,9274.32,24,0
1173,20230302,4,1,2,4004,960,811,4153,7663,5677,730928,Critical,811,0.2,5.12,2.31,10963.92,14,0
1174,20230302,6,2,3,7333,411,305,7439,2882,2135,1599385,Healthy,305,0.04,24.39,4.96,23990.77,37,0
1175,20230302,7,2,4,4012,986,811,4187,7663,5677,787156,Critical,811,0.2,5.16,2.79,11807.34,42,0
1176,20230302,8,2,4,6699,713,563,6849,5320,3941,2499885,Healthy,563,0.08,12.17,4.57,37498.28,27,0
1177,20230302,9,3,5,2953,224,195,2982,1842,1365,715680,Healthy,195,0.07,15.29,2.48,10735.2,51,0
1178,20230302,10,3,5,2271,268,208,2331,1965,1456,1188810,Healthy,208,0.09,11.21,1.94,17832.15,19,0
1179,20230302,11,3,6,2216,86,82,2220,774,574,328560,Healthy,82,0.04,27.07,1.85,4928.4,10,0
1180,20230302,12,3,6,3014,171,144,3041,1360,1008,2706490,Healthy,144,0.05,21.12,2.53,40597.35,87,5
1181,20230302,13,4,7,1900,70,67,1903,633,469,2569050,Healthy,67,0.04,28.4,2.11,38535.75,84,8
1182,20230302,14,4,8,2708,238,172,2774,1625,1204,5215120,Healthy,172,0.06,16.13,3.08,78226.8,48,0
1183,20230302,15,4,9,1645,75,66,1654,623,462,4052300,Healthy,66,0.04,25.06,1.84,60784.5,63,0
1184,20230302,16,4,10,2968,146,125,2989,1181,875,1853180,Healthy,125,0.04,23.91,3.32,27797.7,66,0
1185,20230302,17,5,11,2318,270,226,2362,2135,1582,113376,Healthy,226,0.1,10.45,3.37,1700.64,26,0
1186,20230302,18,5,12,2304,275,261,2318,2466,1827,9272,Reorder,261,0.11,8.88,3.31,139.08,12,0
1187,20230302,19,5,13,2151,82,70,2163,661,490,38934,Healthy,70,0.03,30.9,3.09,584.01,18,0
1188,20230302,20,6,14,1867,158,139,1886,1313,973,49036,Healthy,139,0.07,13.57,3.77,735.54,77,14
1189,20230302,21,6,15,1915,251,218,1948,2060,1526,29220,Reorder,218,0.11,8.94,3.9,438.3,50,0
1190,20230302,22,6,16,1594,50,46,1598,434,322,54332,Healthy,46,0.03,34.74,3.2,814.98,21,0
1191,20230303,1,1,1,6904,1037,881,7060,8325,6167,578920,Reorder,881,0.13,8.01,3.92,8683.8,57,0
1192,20230303,2,1,1,5993,729,561,6161,5301,3927,665388,Healthy,561,0.09,10.98,3.42,9980.82,88,20
1193,20230303,3,1,2,4684,282,282,4684,2664,1974,618288,Healthy,282,0.06,16.61,2.6,9274.32,72,0
1194,20230303,4,1,2,4153,589,488,4254,4611,3416,748704,Reorder,488,0.12,8.72,2.36,11230.56,77,14
1195,20230303,6,2,3,7439,1257,1032,7664,9752,7224,1647760,Reorder,1032,0.14,7.43,5.11,24716.4,48,0
1196,20230303,8,2,4,6849,538,476,6911,4498,3332,2522515,Healthy,476,0.07,14.52,4.61,37837.72,84,12
1197,20230303,9,3,5,2982,155,140,2997,1323,980,719280,Healthy,140,0.05,21.41,2.5,10789.2,66,0
1198,20230303,10,3,5,2331,278,253,2356,2390,1771,1201560,Reorder,253,0.11,9.31,1.96,18023.4,54,0
1199,20230303,12,3,6,3041,213,206,3048,1946,1442,2712720,Healthy,206,0.07,14.8,2.54,40690.8,83,1
1200,20230303,14,4,8,2774,181,184,2771,1738,1288,5209480,Healthy,184,0.07,15.06,3.08,78142.2,69,0
1201,20230303,15,4,9,1654,250,218,1686,2060,1526,4130700,Reorder,218,0.13,7.73,1.87,61960.5,26,0
1202,20230303,16,4,10,2989,267,243,3013,2296,1701,1868060,Healthy,243,0.08,12.4,3.35,28020.9,35,0
1203,20230303,17,5,11,2362,611,506,2467,4781,3542,118416,Critical,506,0.21,4.88,3.52,1776.24,69,0
1204,20230303,19,5,13,2163,162,149,2176,1408,1043,39168,Healthy,149,0.07,14.6,3.11,587.52,56,0
1205,20230303,20,6,14,1886,98,71,1913,670,497,49738,Healthy,71,0.04,26.94,3.83,746.07,61,0
1206,20230303,21,6,15,1948,244,195,1997,1842,1365,29955,Healthy,195,0.1,10.24,3.99,449.32,68,0
1207,20230303,22,6,16,1598,49,38,1609,359,266,54706,Healthy,38,0.02,42.34,3.22,820.59,68,0
1208,20230304,1,1,1,7060,681,494,7247,4668,3458,594254,Healthy,494,0.07,14.67,4.03,8913.81,56,0
1209,20230304,2,1,1,6161,1062,928,6295,8769,6496,679860,Critical,928,0.15,6.78,3.5,10197.9,5,0
1210,20230304,3,1,2,4684,664,574,4774,5424,4018,630168,Reorder,574,0.12,8.32,2.65,9452.52,84,40
1211,20230304,4,1,2,4254,245,215,4284,2031,1505,753984,Healthy,215,0.05,19.93,2.38,11309.76,31,0
1212,20230304,5,2,3,4169,293,240,4222,2268,1680,1047056,Healthy,240,0.06,17.59,2.81,15705.84,48,0
1213,20230304,6,2,3,7664,1059,824,7899,7786,5768,1698285,Healthy,824,0.11,9.59,5.27,25474.27,33,0
1214,20230304,7,2,4,4187,281,217,4251,2050,1519,799188,Healthy,217,0.05,19.59,2.83,11987.82,84,38
1215,20230304,8,2,4,6911,411,364,6958,3439,2548,2539670,Healthy,364,0.05,19.12,4.64,38095.05,62,0
1216,20230304,9,3,5,2997,94,91,3000,859,637,720000,Healthy,91,0.03,32.97,2.5,10800.0,33,0
1217,20230304,10,3,5,2356,143,128,2371,1209,896,1209210,Healthy,128,0.05,18.52,1.98,18138.15,86,9
1218,20230304,11,3,6,2220,128,105,2243,992,735,331964,Healthy,105,0.05,21.36,1.87,4979.46,18,0
1219,20230304,12,3,6,3048,187,158,3077,1493,1106,2738530,Healthy,158,0.05,19.47,2.56,41077.95,22,0
1220,20230304,13,4,7,1903,242,207,1938,1956,1449,2616300,Reorder,207,0.11,9.36,2.15,39244.5,57,0
1221,20230304,14,4,8,2771,74,68,2777,642,476,5220760,Healthy,68,0.02,40.84,3.09,78311.4,29,0
1222,20230304,15,4,9,1686,139,136,1689,1285,952,4138050,Healthy,136,0.08,12.42,1.88,62070.75,32,0
1223,20230304,16,4,10,3013,166,152,3027,1436,1064,1876740,Healthy,152,0.05,19.91,3.36,28151.1,48,0
1224,20230304,17,5,11,2467,287,255,2499,2409,1785,119952,Healthy,255,0.1,9.8,3.57,1799.28,86,21
1225,20230304,18,5,12,2318,137,123,2332,1162,861,9328,Healthy,123,0.05,18.96,3.33,139.92,62,0
1226,20230304,19,5,13,2176,264,230,2210,2173,1610,39780,Healthy,230,0.1,9.61,3.16,596.7,69,0
1227,20230304,20,6,14,1913,173,156,1930,1474,1092,50180,Healthy,156,0.08,12.37,3.86,752.7,72,0
1228,20230304,21,6,15,1997,171,142,2026,1341,994,30390,Healthy,142,0.07,14.27,4.05,455.85,60,0
1229,20230304,22,6,16,1609,52,42,1619,396,294,55046,Healthy,42,0.03,38.55,3.24,825.69,70,0
1230,20230305,1,1,1,7247,1158,1033,7372,9761,7231,604504,Reorder,1033,0.14,7.14,4.1,9067.56,79,22
1231,20230305,2,1,1,6295,1338,1001,6632,9459,7007,716256,Critical,1001,0.15,6.63,3.68,10743.84,54,0
1232,20230305,4,1,2,4284,272,231,4325,2182,1617,761200,Healthy,231,0.05,18.72,2.4,11418.0,46,0
1233,20230305,6,2,3,7899,291,240,7950,2268,1680,1709250,Healthy,240,0.03,33.12,5.3,25638.75,82,31
1234,20230305,7,2,4,4251,1105,1081,4275,10215,7567,803700,Critical,1081,0.25,3.95,2.85,12055.5,42,0
1235,20230305,8,2,4,6958,239,187,7010,1767,1309,2558650,Healthy,187,0.03,37.49,4.67,38379.75,57,0
1236,20230305,10,3,5,2371,509,464,2416,4384,3248,1232160,Critical,464,0.19,5.21,2.01,18482.4,70,0
1237,20230305,11,3,6,2243,124,114,2253,1077,798,333444,Healthy,114,0.05,19.76,1.88,5001.66,45,0
1238,20230305,12,3,6,3077,491,445,3123,4205,3115,2779470,Reorder,445,0.14,7.02,2.6,41692.05,85,13
1239,20230305,13,4,7,1938,143,132,1949,1247,924,2631150,Healthy,132,0.07,14.77,2.17,39467.25,42,0
1240,20230305,15,4,9,1689,242,219,1712,2069,1533,4194400,Reorder,219,0.13,7.82,1.9,62916.0,21,0
1241,20230305,16,4,10,3027,565,462,3130,4365,3234,1940600,Critical,462,0.15,6.77,3.48,29109.0,27,0
1242,20230305,17,5,11,2499,128,113,2514,1067,791,120672,Healthy,113,0.05,22.25,3.59,1810.08,46,0
1243,20230305,18,5,12,2332,149,130,2351,1228,910,9404,Healthy,130,0.06,18.08,3.36,141.06,76,15
1244,20230305,19,5,13,2210,333,308,2235,2910,2156,40230,Reorder,308,0.14,7.26,3.19,603.45,58,0
1245,20230305,21,6,15,2026,169,153,2042,1445,1071,30630,Healthy,153,0.08,13.35,4.08,459.45,73,0
1246,20230305,22,6,16,1619,48,45,1622,425,315,55148,Healthy,45,0.03,36.04,3.24,827.22,6,0
1247,20230306,1,1,1,7372,526,396,7502,3742,2772,615164,Healthy,396,0.05,18.94,4.17,9227.46,23,0
1248,20230306,2,1,1,6632,1099,901,6830,8514,6307,737640,Reorder,901,0.13,7.58,3.79,11064.6,39,0
1249,20230306,3,1,2,4774,322,242,4854,2286,1694,640728,Healthy,242,0.05,20.06,2.7,9610.92,41,0
1250,20230306,4,1,2,4325,455,345,4435,3260,2415,780560,Healthy,345,0.08,12.86,2.46,11708.4,12,0
1251,20230306,5,2,3,4222,377,296,4303,2797,2072,1067144,Healthy,296,0.07,14.54,2.87,16007.16,74,0
1252,20230306,6,2,3,7950,162,160,7952,1512,1120,1709680,Healthy,160,0.02,49.7,5.3,25645.2,18,0
1253,20230306,7,2,4,4275,483,420,4338,3969,2940,815544,Healthy,420,0.1,10.33,2.89,12233.16,76,14
1254,20230306,8,2,4,7010,1109,920,7199,8694,6440,2627635,Reorder,920,0.13,7.83,4.8,39414.53,35,0
1255,20230306,9,3,5,3000,390,354,3036,3345,2478,728640,Reorder,354,0.12,8.58,2.53,10929.6,41,0
1256,20230306,10,3,5,2416,250,184,2482,1738,1288,1265820,Healthy,184,0.08,13.49,2.07,18987.3,53,0
1257,20230306,12,3,6,3123,209,200,3132,1890,1400,2787480,Healthy,200,0.06,15.66,2.61,41812.2,45,0
1258,20230306,13,4,7,1949,169,120,1998,1134,840,2697300,Healthy,120,0.06,16.65,2.22,40459.5,37,0
1259,20230306,14,4,8,2777,185,180,2782,1701,1260,5230160,Healthy,180,0.06,15.46,3.09,78452.4,61,0
1260,20230306,15,4,9,1712,161,142,1731,1341,994,4240950,Healthy,142,0.08,12.19,1.92,63614.25,87,11
1261,20230306,16,4,10,3130,319,263,3186,2485,1841,1975320,Healthy,263,0.08,12.11,3.54,29629.8,82,12
1262,20230306,17,5,11,2514,352,318,2548,3005,2226,122304,Reorder,318,0.13,8.01,3.64,1834.56,42,0
1263,20230306,19,5,13,2235,289,276,2248,2608,1932,40464,Reorder,276,0.12,8.14,3.21,606.96,14,0
1264,20230306,20,6,14,1930,163,134,1959,1266,938,50934,Healthy,134,0.07,14.62,3.92,764.01,70,0
1265,20230306,21,6,15,2042,147,119,2070,1124,833,31050,Healthy,119,0.06,17.39,4.14,465.75,40,0
1266,20230306,22,6,16,1622,151,116,1657,1096,812,56338,Healthy,116,0.07,14.28,3.31,845.07,79,8
1267,20230307,1,1,1,7502,765,700,7567,6615,4900,620494,Healthy,700,0.09,10.81,4.2,9307.41,24,0
1268,20230307,2,1,1,6830,553,559,6824,5282,3913,736992,Healthy,559,0.08,12.21,3.79,11054.88,81,6
1269,20230307,3,1,2,4854,565,474,4945,4479,3318,652740,Healthy,474,0.1,10.43,2.75,9791.1,89,19
1270,20230307,4,1,2,4435,484,419,4500,3959,2933,792000,Healthy,419,0.09,10.74,2.5,11880.0,50,0
1271,20230307,5,2,3,4303,249,238,4314,2249,1666,1069872,Healthy,238,0.06,18.13,2.88,16048.08,72,0
1272,20230307,6,2,3,7952,867,714,8105,6747,4998,1742575,Healthy,714,0.09,11.35,5.4,26138.62,13,0
1273,20230307,7,2,4,4338,798,597,4539,5641,4179,853332,Reorder,597,0.13,7.6,3.03,12799.98,74,0
1274,20230307,9,3,5,3036,431,329,3138,3109,2303,753120,Healthy,329,0.11,9.54,2.61,11296.8,33,0
1275,20230307,12,3,6,3132,814,677,3269,6397,4739,2909410,Critical,677,0.21,4.83,2.72,43641.15,47,0
1276,20230307,15,4,9,1731,347,281,1797,2655,1967,4402650,Critical,281,0.16,6.4,2.0,66039.75,84,16
1277,20230307,16,4,10,3186,270,234,3222,2211,1638,1997640,Healthy,234,0.07,13.77,3.58,29964.6,88,0
1278,20230307,17,5,11,2548,395,345,2598,3260,2415,124704,Reorder,345,0.13,7.53,3.71,1870.56,35,0
1279,20230307,19,5,13,2248,80,66,2262,623,462,40716,Healthy,66,0.03,34.27,3.23,610.74,84,7
1280,20230307,20,6,14,1959,268,221,2006,2088,1547,52156,Reorder,221,0.11,9.08,4.01,782.34,46,0
1281,20230307,21,6,15,2070,117,109,2078,1030,763,31170,Healthy,109,0.05,19.06,4.16,467.55,19,0
1282,20230307,22,6,16,1657,49,42,1664,396,294,56576,Healthy,42,0.03,39.62,3.33,848.64,41,0
1283,20230308,1,1,1,7567,211,195,7583,1842,1365,621806,Healthy,195,0.03,38.89,4.21,9327.09,52,0
1284,20230308,2,1,1,6824,294,250,6868,2362,1750,741744,Healthy,250,0.04,27.47,3.82,11126.16,67,0
1285,20230308,3,1,2,4945,930,933,4942,8816,6531,652344,Critical,933,0.19,5.3,2.75,9785.16,29,0
1286,20230308,4,1,2,4500,758,598,4660,5651,4186,820160,Reorder,598,0.13,7.79,2.59,12302.4,17,0
1287,20230308,5,2,3,4314,305,304,4315,2872,2128,1070120,Healthy,304,0.07,14.19,2.88,16051.8,73,0
1288,20230308,6,2,3,8105,781,680,8206,6426,4760,1764290,Healthy,680,0.08,12.07,5.47,26464.35,31,0
1289,20230308,7,2,4,4539,773,681,4631,6435,4767,870628,Critical,681,0.15,6.8,3.09,13059.42,59,0
1290,20230308,8,2,4,7199,237,178,7258,1682,1246,2649170,Healthy,178,0.02,40.78,4.84,39737.55,60,0
1291,20230308,9,3,5,3138,431,395,3174,3732,2765,761760,Reorder,395,0.13,8.04,2.65,11426.4,24,0
1292,20230308,10,3,5,2482,230,222,2490,2097,1554,1269900,Healthy,222,0.09,11.22,2.08,19048.5,9,0
1293,20230308,11,3,6,2253,147,120,2280,1134,840,337440,Healthy,120,0.05,19.0,1.9,5061.6,37,0
1294,20230308,12,3,6,3269,376,322,3323,3042,2254,2957470,Healthy,322,0.1,10.32,2.77,44362.05,34,0
1295,20230308,13,4,7,1998,149,116,2031,1096,812,2741850,Healthy,116,0.06,17.51,2.26,41127.75,62,0
1296,20230308,14,4,8,2782,224,184,2822,1738,1288,5305360,Healthy,184,0.07,15.34,3.14,79580.4,7,0
1297,20230308,15,4,9,1797,80,63,1814,595,441,4444300,Healthy,63,0.03,28.79,2.02,66664.5,5,0
1298,20230308,16,4,10,3222,397,339,3280,3203,2373,2033600,Healthy,339,0.1,9.68,3.64,30504.0,79,2
1299,20230308,18,5,12,2351,290,214,2427,2022,1498,9708,Healthy,214,0.09,11.34,3.47,145.62,69,0
1300,20230308,19,5,13,2262,241,234,2269,2211,1638,40842,Healthy,234,0.1,9.7,3.24,612.63,43,0
1301,20230308,20,6,14,2006,85,67,2024,633,469,52624,Healthy,67,0.03,30.21,4.05,789.36,61,0
1302,20230308,21,6,15,2078,152,141,2089,1332,987,31335,Healthy,141,0.07,14.82,4.18,470.02,8,0
1303,20230308,22,6,16,1664,149,128,1685,1209,896,57290,Healthy,128,0.08,13.16,3.37,859.35,22,0
1304,20230309,1,1,1,7583,1451,1269,7765,11992,8883,636730,Critical,1269,0.17,6.12,4.31,9550.95,74,0
1305,20230309,2,1,1,6868,719,652,6935,6161,4564,748980,Healthy,652,0.09,10.64,3.85,11234.7,43,0
1306,20230309,3,1,2,4942,935,848,5029,8013,5936,663828,Critical,848,0.17,5.93,2.79,9957.42,87,23
1307,20230309,5,2,3,4315,284,199,4400,1880,1393,1091200,Healthy,199,0.05,22.11,2.93,16368.0,76,9
1308,20230309,6,2,3,8206,792,633,8365,5981,4431,1798475,Healthy,633,0.08,13.21,5.58,26977.12,81,50
1309,20230309,7,2,4,4631,792,740,4683,6993,5180,880404,Critical,740,0.16,6.33,3.12,13206.06,44,0
1310,20230309,8,2,4,7258,340,320,7278,3024,2240,2656470,Healthy,320,0.04,22.74,4.85,39847.05,49,0
1311,20230309,9,3,5,3174,147,144,3177,1360,1008,762480,Healthy,144,0.05,22.06,2.65,11437.2,70,0
1312,20230309,10,3,5,2490,249,208,2531,1965,1456,1290810,Healthy,208,0.08,12.17,2.11,19362.15,83,8
1313,20230309,11,3,6,2280,92,76,2296,718,532,339808,Healthy,76,0.03,30.21,1.91,5097.12,77,1
1314,20230309,12,3,6,3323,350,310,3363,2929,2170,2993070,Healthy,310,0.09,10.85,2.8,44896.05,75,0
1315,20230309,14,4,8,2822,208,180,2850,1701,1260,5358000,Healthy,180,0.06,15.83,3.17,80370.0,42,0
1316,20230309,15,4,9,1814,155,120,1849,1134,840,4530050,Healthy,120,0.07,15.41,2.05,67950.75,30,0
1317,20230309,16,4,10,3280,286,234,3332,2211,1638,2065840,Healthy,234,0.07,14.24,3.7,30987.6,47,0
1318,20230309,17,5,11,2598,272,246,2624,2324,1722,125952,Healthy,246,0.09,10.67,3.75,1889.28,35,0
1319,20230309,19,5,13,2269,336,313,2292,2957,2191,41256,Reorder,313,0.14,7.32,3.27,618.84,29,0
1320,20230309,20,6,14,2024,80,69,2035,652,483,52910,Healthy,69,0.03,29.49,4.07,793.65,83,9
1321,20230309,21,6,15,2089,108,81,2116,765,567,31740,Healthy,81,0.04,26.12,4.23,476.1,77,11
1322,20230309,22,6,16,1685,52,47,1690,444,329,57460,Healthy,47,0.03,35.96,3.38,861.9,26,0
1323,20230310,1,1,1,7765,375,326,7814,3080,2282,640748,Healthy,326,0.04,23.97,4.34,9611.22,33,0
1324,20230310,2,1,1,6935,255,216,6974,2041,1512,753192,Healthy,216,0.03,32.29,3.87,11297.88,40,0
1325,20230310,3,1,2,5029,602,443,5188,4186,3101,684816,Healthy,443,0.09,11.71,2.88,10272.24,47,0
1326,20230310,4,1,2,4660,1100,874,4886,8259,6118,859936,Critical,874,0.18,5.59,2.71,12899.04,50,0
1327,20230310,5,2,3,4400,303,246,4457,2324,1722,1105336,Healthy,246,0.06,18.12,2.97,16580.04,18,0
1328,20230310,6,2,3,8365,972,893,8444,8438,6251,1815460,Healthy,893,0.11,9.46,5.63,27231.9,40,0
1329,20230310,7,2,4,4683,522,384,4821,3628,2688,906348,Healthy,384,0.08,12.55,3.21,13595.22,73,0
1330,20230310,8,2,4,7278,217,205,7290,1937,1435,2660850,Healthy,205,0.03,35.56,4.86,39912.75,85,9
1331,20230310,9,3,5,3177,535,479,3233,4526,3353,775920,Critical,479,0.15,6.75,2.69,11638.8,69,0
1332,20230310,10,3,5,2531,545,487,2589,4602,3409,1320390,Critical,487,0.19,5.32,2.16,19805.85,79,12
1333,20230310,12,3,6,3363,190,145,3408,1370,1015,3033120,Healthy,145,0.04,23.5,2.84,45496.8,9,0
1334,20230310,13,4,7,2031,63,54,2040,510,378,2754000,Healthy,54,0.03,37.78,2.27,41310.0,74,0
1335,20230310,14,4,8,2850,144,131,2863,1237,917,5382440,Healthy,131,0.05,21.85,3.18,80736.6,51,0
1336,20230310,15,4,9,1849,292,276,1865,2608,1932,4569250,Critical,276,0.15,6.76,2.07,68538.75,80,9
1337,20230310,16,4,10,3332,383,346,3369,3269,2422,2088780,Healthy,346,0.1,9.74,3.74,31331.7,16,0
1338,20230310,18,5,12,2427,160,138,2449,1304,966,9796,Healthy,138,0.06,17.75,3.5,146.94,89,7
1339,20230310,19,5,13,2292,167,144,2315,1360,1008,41670,Healthy,144,0.06,16.08,3.31,625.05,83,21
1340,20230310,20,6,14,2035,153,138,2050,1304,966,53300,Healthy,138,0.07,14.86,4.1,799.5,62,0
1341,20230310,21,6,15,2116,166,151,2131,1426,1057,31965,Healthy,151,0.07,14.11,4.26,479.47,77,21
1342,20230310,22,6,16,1690,52,38,1704,359,266,57936,Healthy,38,0.02,44.84,3.41,869.04,66,0
1343,20230311,1,1,1,7814,579,410,7983,3874,2870,654606,Healthy,410,0.05,19.47,4.44,9819.09,67,0
1344,20230311,2,1,1,6974,282,236,7020,2230,1652,758160,Healthy,236,0.03,29.75,3.9,11372.4,34,0
1345,20230311,3,1,2,5188,782,667,5303,6303,4669,699996,Reorder,667,0.13,7.95,2.95,10499.94,51,0
1346,20230311,4,1,2,4886,507,482,4911,4554,3374,864336,Healthy,482,0.1,10.19,2.73,12965.04,10,0
1347,20230311,6,2,3,8444,713,677,8480,6397,4739,1823200,Healthy,677,0.08,12.53,5.65,27348.0,18,0
1348,20230311,7,2,4,4821,478,395,4904,3732,2765,921952,Healthy,395,0.08,12.42,3.27,13829.28,40,0
1349,20230311,8,2,4,7290,838,638,7490,6029,4466,2733850,Healthy,638,0.09,11.74,4.99,41007.75,74,0
1350,20230311,9,3,5,3233,123,100,3256,945,700,781440,Healthy,100,0.03,32.56,2.71,11721.6,53,0
1351,20230311,10,3,5,2589,330,297,2622,2806,2079,1337220,Reorder,297,0.11,8.83,2.19,20058.3,14,0
1352,20230311,12,3,6,3408,364,300,3472,2835,2100,3090080,Healthy,300,0.09,11.57,2.89,46351.2,33,0
1353,20230311,14,4,8,2863,79,64,2878,604,448,5410640,Healthy,64,0.02,44.97,3.2,81159.6,49,0
1354,20230311,15,4,9,1865,429,363,1931,3430,2541,4730950,Critical,363,0.19,5.32,2.15,70964.25,82,0
1355,20230311,16,4,10,3369,278,216,3431,2041,1512,2127220,Healthy,216,0.06,15.88,3.81,31908.3,26,0
1356,20230311,18,5,12,2449,377,336,2490,3175,2352,9960,Reorder,336,0.14,7.41,3.56,149.4,40,0
1357,20230311,19,5,13,2315,130,107,2338,1011,749,42084,Healthy,107,0.05,21.85,3.34,631.26,51,0
1358,20230311,20,6,14,2050,238,214,2074,2022,1498,53924,Healthy,214,0.1,9.69,4.15,808.86,89,7
1359,20230311,21,6,15,2131,164,136,2159,1285,952,32385,Healthy,136,0.06,15.88,4.32,485.77,19,0
1360,20230311,22,6,16,1704,99,84,1719,793,588,58446,Healthy,84,0.05,20.46,3.44,876.69,31,0
1361,20230312,1,1,1,7983,853,739,8097,6983,5173,663954,Healthy,739,0.09,10.96,4.5,9959.31,57,0
1362,20230312,2,1,1,7020,208,171,7057,1615,1197,762156,Healthy,171,0.02,41.27,3.92,11432.34,78,20
1363,20230312,4,1,2,4911,1137,1029,5019,9724,7203,883344,Critical,1029,0.21,4.88,2.79,13250.16,78,9
1364,20230312,5,2,3,4457,315,272,4500,2570,1904,1116000,Healthy,272,0.06,16.54,3.0,16740.0,28,0
1365,20230312,6,2,3,8480,464,384,8560,3628,2688,1840400,Healthy,384,0.05,22.29,5.71,27606.0,77,81
1366,20230312,7,2,4,4904,663,642,4925,6066,4494,925900,Reorder,642,0.13,7.67,3.28,13888.5,89,18
1367,20230312,8,2,4,7490,949,702,7737,6633,4914,2824005,Healthy,702,0.09,11.02,5.16,42360.07,82,60
1368,20230312,9,3,5,3256,206,152,3310,1436,1064,794400,Healthy,152,0.05,21.78,2.76,11916.0,57,0
1369,20230312,10,3,5,2622,120,108,2634,1020,756,1343340,Healthy,108,0.04,24.39,2.2,20150.1,28,0
1370,20230312,11,3,6,2296,171,143,2324,1351,1001,343952,Healthy,143,0.06,16.25,1.94,5159.28,26,0
1371,20230312,12,3,6,3472,234,184,3522,1738,1288,3134580,Healthy,184,0.05,19.14,2.94,47018.7,63,0
1372,20230312,13,4,7,2040,450,339,2151,3203,2373,2903850,Critical,339,0.16,6.35,2.39,43557.75,53,0
1373,20230312,15,4,9,1931,253,199,1985,1880,1393,4863250,Healthy,199,0.1,9.97,2.21,72948.75,30,0
1374,20230312,16,4,10,3431,135,125,3441,1181,875,2133420,Healthy,125,0.04,27.53,3.82,32001.3,58,0
1375,20230312,17,5,11,2624,263,217,2670,2050,1519,128160,Healthy,217,0.08,12.3,3.81,1922.4,27,0
1376,20230312,18,5,12,2490,162,142,2510,1341,994,10040,Healthy,142,0.06,17.68,3.59,150.6,9,0
1377,20230312,19,5,13,2338,91,73,2356,689,511,42408,Healthy,73,0.03,32.27,3.37,636.12,20,0
1378,20230312,20,6,14,2074,152,143,2083,1351,1001,54158,Healthy,143,0.07,14.57,4.17,812.37,82,17
1379,20230312,21,6,15,2159,130,115,2174,1086,805,32610,Healthy,115,0.05,18.9,4.35,489.15,88,13
1380,20230312,22,6,16,1719,50,41,1728,387,287,58752,Healthy,41,0.02,42.15,3.46,881.28,10,0
1381,20230313,2,1,1,7057,1602,1297,7362,12256,9079,795096,Critical,1297,0.18,5.68,4.09,11926.44,66,0
1382,20230313,3,1,2,5303,332,262,5373,2475,1834,709236,Healthy,262,0.05,20.51,2.99,10638.54,80,51
